StripChart:,HMI,
Date:, Tue Feb 28 20:42:02 2023
,
Number of Data Variables =, 20,
Max Number of Data Points =, 10000,
Number of Data Points =, 244,
Time Interval,         1, to ,      4861,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,TS-1 - Top Stage Temperature,TS-1 - Stage Temperature (20__TS-1),TS-1 - Stage Temperature (12__TS-1),TS-1 - Stage Temperature (7__TS-1),TIC11300 - PV,FIC10704 - PV,FIC10705 - PV,FIC10706 - PV,FIC10707 - PV,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Kero Cut Point - ASTM D93 Flash Pt (Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),MixFeed - Mass Flow,FIC10701 - PV,FIC10702 - PV,FIC10703 - PV,TS-1 - Top Stage Pressure,
[seconds],[C],[C],[C],[C],[C],[kg/h],[kg/h],[kg/h],[kg/h],[C],[C],[C],[C],[C],[C],[kg/h],[kg/h],[kg/h],[kg/h],[kPa],
        1921,     115.212,     211.775,     282.252,     318.532,     360.001,     78070.6,      120025,     49999.8,     39999.8,     173.552,     161.855,     265.643,     67.0981,      326.47,     368.974,      203502,     27999.9,       32000,       11000,     159.643,
        1941,     115.212,     211.774,     282.251,      318.53,     360.001,     78070.5,      120025,     49999.8,     39999.8,     173.555,     161.855,      265.64,     67.0983,      326.47,     368.974,      203502,     27999.9,       32000,       11000,     159.643,
        1961,     115.212,     211.774,     282.249,     318.528,     360.001,     78070.4,      120025,     49999.8,     39999.8,     173.555,     161.855,      265.64,     67.0983,      326.47,     368.974,      203502,     27999.9,       32000,       11000,     159.642,
        1981,     115.212,     211.773,     282.248,     318.526,     360.001,     78070.3,      120024,     49999.8,     39999.8,     173.555,     161.855,      265.64,     67.0983,     326.452,     368.955,      203502,     27999.9,       32000,       11000,     159.642,
        2001,     115.212,     211.773,     282.247,     318.524,     360.001,     78070.2,      120024,     49999.8,     39999.8,     173.559,     161.854,     265.638,     67.0984,     326.452,     368.955,      203502,     27999.9,       32000,       11000,     159.642,
        2021,     115.212,     211.772,     282.246,     318.522,         360,     78070.2,      120024,     49999.8,     39999.8,     173.559,     161.854,     265.638,     67.0984,     326.452,     368.955,      203502,     27999.9,       32000,       11000,     159.642,
        2041,     115.213,     211.772,     282.245,      318.52,         360,     78070.1,      120024,     49999.8,     39999.8,     173.559,     161.854,     265.638,     67.0984,     326.435,     368.935,      203502,     27999.9,       32000,       11000,     159.642,
        2061,     115.213,     211.771,     282.244,     318.518,         360,       78070,      120024,     49999.8,     39999.8,     173.562,     161.854,     265.636,     67.0986,     326.435,     368.935,      203502,     27999.9,       32000,       11000,     159.642,
        2081,     115.213,     211.771,     282.243,     318.516,         360,       78070,      120024,     49999.8,     39999.8,     173.562,     161.854,     265.636,     67.0986,     326.435,     368.935,      203502,     27999.9,       32000,       11000,     159.642,
        2101,     115.213,      211.77,     282.241,     318.514,         360,       78070,      120023,     49999.8,     39999.8,     173.562,     161.854,     265.636,     67.0986,     326.417,     368.916,      203502,     27999.9,       32000,       11000,     159.642,
        2121,     115.213,      211.77,      282.24,     318.512,     359.999,     78069.9,      120023,     49999.9,     39999.8,     173.565,     161.853,     265.633,     67.0987,     326.417,     368.916,      203502,     27999.9,       32000,       11000,     159.641,
        2141,     115.213,      211.77,     282.239,     318.511,     359.999,     78069.9,      120023,     49999.9,     39999.8,     173.565,     161.853,     265.633,     67.0987,     326.417,     368.916,      203502,     27999.9,       32000,       11000,     159.641,
        2161,     115.213,     211.769,     282.238,     318.509,     359.999,     78069.9,      120023,     49999.9,     39999.8,     173.565,     161.853,     265.633,     67.0987,       326.4,     368.897,      203502,     27999.9,       32000,       11000,     159.641,
        2181,     115.213,     211.769,     282.237,     318.507,     359.999,     78069.8,      120023,     49999.9,     39999.8,     173.569,     161.853,     265.631,     67.0987,       326.4,     368.897,      203502,       28000,       32000,       11000,     159.641,
        2201,     115.213,     211.768,     282.236,     318.505,     359.999,     78069.8,      120023,     49999.9,     39999.8,     173.569,     161.853,     265.631,     67.0987,       326.4,     368.897,      203502,       28000,       32000,       11000,     159.641,
        2221,     115.213,     211.768,     282.236,     318.504,     359.999,     78069.8,      120022,     49999.9,     39999.8,     173.569,     161.853,     265.631,     67.0987,     326.387,     368.878,      203502,       28000,       32000,       11000,     159.641,
        2241,     115.214,     211.767,     282.235,     318.502,     359.998,     78069.8,      120022,     49999.9,     39999.8,     173.572,     161.852,     265.628,     67.0988,     326.387,     368.878,      203502,       28000,       32000,       11000,     159.641,
        2261,     115.214,     211.767,     282.234,       318.5,     359.998,     78069.8,      120022,     49999.9,     39999.8,     173.572,     161.852,     265.628,     67.0988,     326.387,     368.878,      203502,       28000,       32000,       11000,     159.641,
        2281,     115.214,     211.766,     282.233,     318.499,     359.998,     78069.8,      120022,     49999.9,     39999.9,     173.572,     161.852,     265.628,     67.0988,     326.375,     368.859,      203502,       28000,       32000,       11000,     159.641,
        2301,     115.214,     211.766,     282.232,     318.497,     359.998,     78069.8,      120022,     49999.9,     39999.9,     173.575,     161.851,     265.626,     67.0988,     326.375,     368.859,      203502,       28000,       32000,       11000,     159.641,
        2321,     115.214,     211.765,     282.231,     318.496,     359.998,     78069.8,      120022,     49999.9,     39999.9,     173.575,     161.851,     265.626,     67.0988,     326.375,     368.859,      203502,       28000,       32000,       11000,     159.641,
        2341,     115.214,     211.765,      282.23,     318.494,     359.998,     78069.9,      120021,     49999.9,     39999.9,     173.575,     161.851,     265.626,     67.0988,     326.362,      368.84,      203502,       28000,       32000,       11000,     159.641,
        2361,     115.214,     211.764,     282.229,     318.493,     359.997,     78069.9,      120021,     49999.9,     39999.9,     173.578,     161.851,     265.624,     67.0988,     326.362,      368.84,      203502,       28000,       32000,       11000,     159.641,
        2381,     115.214,     211.764,     282.229,     318.491,     359.997,     78069.9,      120021,     49999.9,     39999.9,     173.578,     161.851,     265.624,     67.0988,     326.362,      368.84,      203502,       28000,       32000,       11000,     159.641,
        2401,     115.214,     211.763,     282.228,      318.49,     359.997,       78070,      120021,     49999.9,     39999.9,     173.578,     161.851,     265.624,     67.0988,      326.35,     368.822,      203502,       28000,       32000,       11000,     159.641,
        2421,     115.214,     211.763,     282.227,     318.488,     359.997,       78070,      120021,     49999.9,     39999.9,      173.58,      161.85,     265.621,     67.0987,      326.35,     368.822,      203502,       28000,       32000,       11000,     159.641,
        2441,     115.214,     211.762,     282.226,     318.487,     359.997,       78070,      120021,     49999.9,     39999.9,      173.58,      161.85,     265.621,     67.0987,      326.35,     368.822,      203502,       28000,       32000,       11000,     159.641,
        2461,     115.214,     211.762,     282.226,     318.485,     359.997,     78070.1,      120020,     49999.9,     39999.9,      173.58,      161.85,     265.621,     67.0987,     326.339,     368.803,      203502,       28000,       32000,       11000,     159.641,
        2481,     115.214,     211.761,     282.225,     318.484,     359.996,     78070.1,      120020,     49999.9,     39999.9,     173.583,     161.849,     265.619,     67.0987,     326.339,     368.803,      203502,       28000,       32000,       11000,     159.641,
        2501,     115.215,     211.761,     282.224,     318.483,     359.996,     78070.2,      120020,     49999.9,     39999.9,     173.583,     161.849,     265.619,     67.0987,     326.339,     368.803,      203502,       28000,       32000,       11000,     159.641,
        2521,     115.215,      211.76,     282.224,     318.481,     359.996,     78070.3,      120020,     49999.9,     39999.9,     173.583,     161.849,     265.619,     67.0987,     326.327,     368.786,      203502,       28000,       32000,       11000,     159.641,
        2541,     115.215,      211.76,     282.223,      318.48,     359.996,     78070.3,      120020,     49999.9,     39999.9,     173.586,     161.848,     265.616,     67.0986,     326.327,     368.786,      203502,       28000,       32000,       11000,     159.641,
        2561,     115.215,     211.759,     282.222,     318.479,     359.996,     78070.4,      120020,     49999.9,     39999.9,     173.586,     161.848,     265.616,     67.0986,     326.327,     368.786,      203502,       28000,       32000,       11000,     159.641,
        2581,     115.215,     211.759,     282.222,     318.478,     359.996,     78070.5,      120019,     49999.9,     39999.9,     173.586,     161.848,     265.616,     67.0986,     326.317,     368.768,      203502,       28000,       32000,       11000,     159.641,
        2601,     115.215,     211.758,     282.221,     318.476,     359.996,     78070.5,      120019,     49999.9,     39999.9,     173.588,     161.847,     265.614,     67.0985,     326.317,     368.768,      203502,       28000,       32000,       11000,     159.641,
        2621,     115.215,     211.758,      282.22,     318.475,     359.996,     78070.6,      120019,     49999.9,     39999.9,     173.588,     161.847,     265.614,     67.0985,     326.317,     368.768,      203502,       28000,       32000,       11000,     159.641,
        2641,     115.215,     211.757,      282.22,     318.474,     359.995,     78070.7,      120019,     49999.9,     39999.9,     173.588,     161.847,     265.614,     67.0985,     326.306,     368.751,      203502,       28000,       32000,       11000,     159.641,
        2661,     115.215,     211.757,     282.219,     318.473,     359.995,     78070.8,      120019,     49999.9,     39999.9,     173.591,     161.846,     265.612,     67.0983,     326.306,     368.751,      203502,       28000,       32000,       11000,     159.641,
        2681,     115.215,     211.756,     282.219,     318.472,     359.995,     78070.9,      120019,     49999.9,     39999.9,     173.591,     161.846,     265.612,     67.0983,     326.306,     368.751,      203502,       28000,       32000,       11000,     159.641,
        2701,     115.215,     211.756,     282.218,     318.471,     359.995,       78071,      120019,     49999.9,     39999.9,     173.591,     161.846,     265.612,     67.0983,     326.296,     368.734,      203502,       28000,       32000,       11000,     159.641,
        2721,     115.215,     211.755,     282.218,      318.47,     359.995,     78071.1,      120018,     49999.9,     39999.9,     173.593,     161.845,     265.609,     67.0982,     326.296,     368.734,      203502,       28000,       32000,       11000,     159.641,
        2741,     115.215,     211.755,     282.217,     318.469,     359.995,     78071.2,      120018,     49999.9,     39999.9,     173.593,     161.845,     265.609,     67.0982,     326.296,     368.734,      203502,       28000,       32000,       11000,     159.642,
        2761,     115.215,     211.754,     282.217,     318.468,     359.995,     78071.3,      120018,     49999.9,     39999.9,     173.593,     161.845,     265.609,     67.0982,     326.286,     368.717,      203502,       28000,       32000,       11000,     159.642,
        2781,     115.215,     211.754,     282.216,     318.467,     359.995,     78071.4,      120018,     49999.9,     39999.9,     173.595,     161.844,     265.607,      67.098,     326.286,     368.717,      203502,       28000,       32000,       11000,     159.642,
        2801,     115.215,     211.753,     282.216,     318.466,     359.995,     78071.5,      120018,     49999.9,     39999.9,     173.595,     161.844,     265.607,      67.098,     326.286,     368.717,      203502,       28000,       32000,       11000,     159.642,
        2821,     115.215,     211.753,     282.215,     318.465,     359.995,     78071.6,      120018,     49999.9,     39999.9,     173.595,     161.844,     265.607,      67.098,     326.277,     368.701,      203502,       28000,       32000,       11000,     159.642,
        2841,     115.215,     211.753,     282.215,     318.464,     359.994,     78071.7,      120018,     49999.9,     39999.9,     173.598,     161.843,     265.605,     67.0978,     326.277,     368.701,      203502,       28000,       32000,       11000,     159.642,
        2861,     115.215,     211.752,     282.214,     318.463,     359.994,     78071.9,      120017,     49999.9,     39999.9,     173.598,     161.843,     265.605,     67.0978,     326.277,     368.701,      203502,       28000,       32000,       11000,     159.642,
        2881,     115.215,     211.752,     282.214,     318.462,     359.994,       78072,      120017,     49999.9,     39999.9,     173.598,     161.843,     265.605,     67.0978,     326.268,     368.686,      203502,       28000,       32000,       11000,     159.642,
        2901,     115.215,     211.751,     282.213,     318.461,     359.994,     78072.1,      120017,     49999.9,     39999.9,       173.6,     161.842,     265.602,     67.0976,     326.268,     368.686,      203502,       28000,       32000,       11000,     159.642,
        2921,     115.216,     211.751,     282.213,      318.46,     359.994,     78072.2,      120017,     49999.9,     39999.9,       173.6,     161.842,     265.602,     67.0976,     326.268,     368.686,      203502,       28000,       32000,       11000,     159.643,
        2941,     115.216,      211.75,     282.213,     318.459,     359.994,     78072.4,      120017,     49999.9,     39999.9,       173.6,     161.842,     265.602,     67.0976,     326.259,      368.67,      203502,       28000,       32000,       11000,     159.643,
        2961,     115.216,      211.75,     282.212,     318.458,     359.994,     78072.5,      120017,     49999.9,     39999.9,     173.602,     161.841,       265.6,     67.0974,     326.259,      368.67,      203502,       28000,       32000,       11000,     159.643,
        2981,     115.216,     211.749,     282.212,     318.458,     359.994,     78072.6,      120017,     49999.9,     39999.9,     173.602,     161.841,       265.6,     67.0974,     326.259,      368.67,      203502,       28000,       32000,       11000,     159.643,
        3001,     115.216,     211.749,     282.211,     318.457,     359.994,     78072.8,      120016,     49999.9,     39999.9,     173.602,     161.841,       265.6,     67.0974,     326.251,     368.656,      203502,       28000,       32000,       11000,     159.643,
        3021,     115.216,     211.748,     282.211,     318.456,     359.994,     78072.9,      120016,     49999.9,     39999.9,     173.604,      161.84,     265.598,     67.0971,     326.251,     368.656,      203502,       28000,       32000,       11000,     159.643,
        3041,     115.216,     211.748,     282.211,     318.455,     359.994,     78073.1,      120016,     49999.9,     39999.9,     173.604,      161.84,     265.598,     67.0971,     326.251,     368.656,      203501,       28000,       32000,       11000,     159.643,
        3061,     115.216,     211.747,      282.21,     318.455,     359.994,     78073.2,      120016,     49999.9,     39999.9,     173.604,      161.84,     265.598,     67.0971,     326.243,     368.641,      203501,       28000,       32000,       11000,     159.644,
        3081,     115.216,     211.747,      282.21,     318.454,     359.994,     78073.4,      120016,     49999.9,     39999.9,     173.605,     161.839,     265.595,     67.0969,     326.243,     368.641,      203501,       28000,       32000,       11000,     159.644,
        3101,     115.216,     211.746,      282.21,     318.453,     359.994,     78073.5,      120016,     49999.9,     39999.9,     173.605,     161.839,     265.595,     67.0969,     326.243,     368.641,      203501,       28000,       32000,       11000,     159.644,
        3121,     115.216,     211.746,     282.209,     318.453,     359.994,     78073.7,      120016,     49999.9,     39999.9,     173.605,     161.839,     265.595,     67.0969,     326.235,     368.628,      203501,       28000,       32000,       11000,     159.644,
        3141,     115.216,     211.745,     282.209,     318.452,     359.994,     78073.8,      120015,     49999.9,     39999.9,     173.607,     161.838,     265.593,     67.0966,     326.235,     368.628,      203501,       28000,       32000,       11000,     159.644,
        3161,     115.216,     211.745,     282.209,     318.451,     359.994,       78074,      120015,       50000,     39999.9,     173.607,     161.838,     265.593,     67.0966,     326.235,     368.628,      203501,       28000,       32000,       11000,     159.644,
        3181,     115.216,     211.745,     282.209,     318.451,     359.994,     78074.1,      120015,       50000,     39999.9,     173.607,     161.838,     265.593,     67.0966,     326.228,     368.614,      203501,       28000,       32000,       11000,     159.645,
        3201,     115.216,     211.744,     282.208,      318.45,     359.994,     78074.3,      120015,       50000,     39999.9,     173.609,     161.836,     265.591,     67.0964,     326.228,     368.614,      203501,       28000,     32000.1,       11000,     159.645,
        3221,     115.216,     211.744,     282.208,     318.449,     359.994,     78074.4,      120015,       50000,     39999.9,     173.609,     161.836,     265.591,     67.0964,     326.228,     368.614,      203501,       28000,     32000.1,       11000,     159.645,
        3241,     115.216,     211.743,     282.208,     318.449,     359.994,     78074.6,      120015,       50000,     39999.9,     173.609,     161.836,     265.591,     67.0964,     326.221,     368.601,      203501,       28000,     32000.1,       11000,     159.645,
        3261,     115.216,     211.743,     282.208,     318.448,     359.994,     78074.8,      120015,       50000,     39999.9,     173.611,     161.835,     265.589,     67.0961,     326.221,     368.601,      203501,       28000,     32000.1,       11000,     159.645,
        3281,     115.216,     211.742,     282.207,     318.448,     359.994,     78074.9,      120015,       50000,     39999.9,     173.611,     161.835,     265.589,     67.0961,     326.221,     368.601,      203501,       28000,     32000.1,       11000,     159.646,
        3301,     115.216,     211.742,     282.207,     318.447,     359.994,     78075.1,      120014,       50000,     39999.9,     173.611,     161.835,     265.589,     67.0961,     326.215,     368.589,      203501,       28000,     32000.1,       11000,     159.646,
        3321,     115.216,     211.741,     282.207,     318.447,     359.994,     78075.3,      120014,       50000,     39999.9,     173.612,     161.834,     265.586,     67.0958,     326.215,     368.589,      203501,       28000,     32000.1,       11000,     159.646,
        3341,     115.216,     211.741,     282.207,     318.446,     359.994,     78075.4,      120014,       50000,     39999.9,     173.612,     161.834,     265.586,     67.0958,     326.215,     368.589,      203501,       28000,     32000.1,       11000,     159.646,
        3361,     115.216,      211.74,     282.207,     318.446,     359.994,     78075.6,      120014,       50000,     39999.9,     173.612,     161.834,     265.586,     67.0958,     326.209,     368.577,      203501,       28000,     32000.1,       11000,     159.647,
        3381,     115.216,      211.74,     282.206,     318.445,     359.994,     78075.8,      120014,       50000,     39999.9,     173.614,     161.833,     265.584,     67.0955,     326.209,     368.577,      203501,       28000,     32000.1,       11000,     159.647,
        3401,     115.216,      211.74,     282.206,     318.445,     359.994,     78075.9,      120014,       50000,     39999.9,     173.614,     161.833,     265.584,     67.0955,     326.209,     368.577,      203501,       28000,     32000.1,       11000,     159.647,
        3421,     115.216,     211.739,     282.206,     318.444,     359.994,     78076.1,      120014,       50000,     39999.9,     173.614,     161.833,     265.584,     67.0955,     326.203,     368.566,      203501,       28000,     32000.1,       11000,     159.647,
        3441,     115.216,     211.739,     282.206,     318.444,     359.994,     78076.3,      120014,       50000,     39999.9,     173.615,     161.832,     265.582,     67.0952,     326.203,     368.566,      203501,       28000,     32000.1,       11000,     159.647,
        3461,     115.216,     211.738,     282.206,     318.444,     359.994,     78076.5,      120013,       50000,     39999.9,     173.615,     161.832,     265.582,     67.0952,     326.203,     368.566,      203501,     28000.1,     32000.1,       11000,     159.648,
        3481,     115.216,     211.738,     282.205,     318.443,     359.994,     78076.6,      120013,       50000,     39999.9,     173.615,     161.832,     265.582,     67.0952,     326.197,     368.555,      203501,     28000.1,     32000.1,       11000,     159.648,
        3501,     115.216,     211.737,     282.205,     318.443,     359.994,     78076.8,      120013,       50000,     39999.9,     173.617,      161.83,      265.58,     67.0949,     326.197,     368.555,      203501,     28000.1,     32000.1,       11000,     159.648,
        3521,     115.216,     211.737,     282.205,     318.442,     359.994,       78077,      120013,       50000,     39999.9,     173.617,      161.83,      265.58,     67.0949,     326.197,     368.555,      203501,     28000.1,     32000.1,       11000,     159.648,
        3541,     115.216,     211.737,     282.205,     318.442,     359.994,     78077.2,      120013,       50000,     39999.9,     173.617,      161.83,      265.58,     67.0949,     326.192,     368.544,      203501,     28000.1,     32000.1,       11000,     159.649,
        3561,     115.216,     211.736,     282.205,     318.442,     359.994,     78077.3,      120013,       50000,     39999.9,     173.618,     161.829,     265.578,     67.0945,     326.192,     368.544,      203501,     28000.1,     32000.1,       11000,     159.649,
        3581,     115.216,     211.736,     282.205,     318.441,     359.994,     78077.5,      120013,       50000,     39999.9,     173.618,     161.829,     265.578,     67.0945,     326.192,     368.544,      203501,     28000.1,     32000.1,       11000,     159.649,
        3601,     115.216,     211.735,     282.205,     318.441,     359.994,     78077.7,      120013,       50000,     39999.9,     173.618,     161.829,     265.578,     67.0945,     326.187,     368.534,      203501,     28000.1,     32000.1,       11000,     159.649,
        3621,     115.216,     211.735,     282.204,     318.441,     359.994,     78077.9,      120013,       50000,     39999.9,     173.619,     161.828,     265.576,     67.0942,     326.187,     368.534,      203501,     28000.1,     32000.1,       11000,      159.65,
        3641,     115.216,     211.734,     282.204,     318.441,     359.994,       78078,      120012,       50000,     39999.9,     173.619,     161.828,     265.576,     67.0942,     326.187,     368.534,      203501,     28000.1,     32000.1,       11000,      159.65,
        3661,     115.216,     211.734,     282.204,      318.44,     359.994,     78078.2,      120012,       50000,     39999.9,     173.619,     161.828,     265.576,     67.0942,     326.183,     368.524,      203501,     28000.1,     32000.1,       11000,      159.65,
        3681,     115.216,     211.734,     282.204,      318.44,     359.994,     78078.4,      120012,       50000,     39999.9,      173.62,     161.827,     265.574,     67.0939,     326.183,     368.524,      203501,     28000.1,     32000.1,       11000,      159.65,
        3701,     115.216,     211.733,     282.204,      318.44,     359.994,     78078.6,      120012,       50000,     39999.9,      173.62,     161.827,     265.574,     67.0939,     326.183,     368.524,      203501,     28000.1,     32000.1,       11000,     159.651,
        3721,     115.216,     211.733,     282.204,     318.439,     359.995,     78078.7,      120012,       50000,     39999.9,      173.62,     161.827,     265.574,     67.0939,     326.178,     368.515,      203501,     28000.1,     32000.1,       11000,     159.651,
        3741,     115.216,     211.732,     282.204,     318.439,     359.995,     78078.9,      120012,       50000,     39999.9,     173.622,     161.826,     265.571,     67.0936,     326.178,     368.515,      203501,     28000.1,     32000.1,       11000,     159.651,
        3761,     115.216,     211.732,     282.204,     318.439,     359.995,     78079.1,      120012,       50000,     39999.9,     173.622,     161.826,     265.571,     67.0936,     326.178,     368.515,      203501,     28000.1,     32000.1,       11000,     159.651,
        3781,     115.216,     211.732,     282.204,     318.439,     359.995,     78079.2,      120012,       50000,     39999.9,     173.622,     161.826,     265.571,     67.0936,     326.174,     368.507,      203501,     28000.1,     32000.1,       11000,     159.652,
        3801,     115.216,     211.731,     282.204,     318.438,     359.995,     78079.4,      120012,       50000,     39999.9,     173.623,     161.824,     265.569,     67.0932,     326.174,     368.507,      203501,     28000.1,     32000.1,       11000,     159.652,
        3821,     115.216,     211.731,     282.203,     318.438,     359.995,     78079.6,      120011,       50000,     39999.9,     173.623,     161.824,     265.569,     67.0932,     326.174,     368.507,      203501,     28000.1,     32000.1,       11000,     159.652,
        3841,     115.216,      211.73,     282.203,     318.438,     359.995,     78079.8,      120011,       50000,     39999.9,     173.623,     161.824,     265.569,     67.0932,      326.17,     368.498,      203501,     28000.1,     32000.1,       11000,     159.652,
        3861,     115.216,      211.73,     282.203,     318.438,     359.995,     78079.9,      120011,       50000,     39999.9,     173.624,     161.823,     265.567,     67.0929,      326.17,     368.498,      203501,     28000.1,     32000.1,       11000,     159.653,
        3881,     115.216,      211.73,     282.203,     318.438,     359.995,     78080.1,      120011,       50000,     39999.9,     173.624,     161.823,     265.567,     67.0929,      326.17,     368.498,      203501,     28000.1,     32000.1,       11000,     159.653,
        3901,     115.216,     211.729,     282.203,     318.438,     359.995,     78080.3,      120011,       50000,     39999.9,     173.624,     161.823,     265.567,     67.0929,     326.167,      368.49,      203501,     28000.1,     32000.1,       11000,     159.653,
        3921,     115.216,     211.729,     282.203,     318.437,     359.995,     78080.4,      120011,       50000,     39999.9,     173.625,     161.822,     265.565,     67.0925,     326.167,      368.49,      203501,     28000.1,     32000.1,       11000,     159.653,
        3941,     115.216,     211.728,     282.203,     318.437,     359.995,     78080.6,      120011,       50000,     39999.9,     173.625,     161.822,     265.565,     67.0925,     326.167,      368.49,      203501,     28000.1,     32000.1,       11000,     159.654,
        3961,     115.216,     211.728,     282.203,     318.437,     359.995,     78080.8,      120011,       50000,       40000,     173.625,     161.822,     265.565,     67.0925,     326.163,     368.483,      203501,     28000.1,     32000.1,       11000,     159.654,
        3981,     115.216,     211.728,     282.203,     318.437,     359.995,     78080.9,      120011,       50000,       40000,     173.626,     161.821,     265.563,     67.0922,     326.163,     368.483,      203501,     28000.1,     32000.1,       11000,     159.654,
        4001,     115.216,     211.727,     282.203,     318.437,     359.995,     78081.1,      120011,       50000,       40000,     173.626,     161.821,     265.563,     67.0922,     326.163,     368.483,      203501,     28000.1,     32000.1,       11000,     159.655,
        4021,     115.216,     211.727,     282.203,     318.437,     359.996,     78081.3,      120010,       50000,       40000,     173.626,     161.821,     265.563,     67.0922,      326.16,     368.476,      203501,     28000.1,     32000.1,       11000,     159.655,
        4041,     115.216,     211.727,     282.203,     318.436,     359.996,     78081.4,      120010,       50000,       40000,     173.627,      161.82,     265.562,     67.0919,      326.16,     368.476,      203501,     28000.1,     32000.1,       11000,     159.655,
        4061,     115.216,     211.726,     282.203,     318.436,     359.996,     78081.6,      120010,       50000,       40000,     173.627,      161.82,     265.562,     67.0919,      326.16,     368.476,      203501,     28000.1,     32000.1,       11000,     159.655,
        4081,     115.216,     211.726,     282.203,     318.436,     359.996,     78081.8,      120010,       50000,       40000,     173.627,      161.82,     265.562,     67.0919,     326.157,     368.469,      203500,     28000.1,     32000.1,       11000,     159.656,
        4101,     115.216,     211.725,     282.203,     318.436,     359.996,     78081.9,      120010,       50000,       40000,     173.628,     161.818,      265.56,     67.0915,     326.157,     368.469,      203500,     28000.1,     32000.1,       11000,     159.656,
        4121,     115.216,     211.725,     282.202,     318.436,     359.996,     78082.1,      120010,       50000,       40000,     173.628,     161.818,      265.56,     67.0915,     326.157,     368.469,      203500,     28000.1,     32000.1,       11000,     159.656,
        4141,     115.216,     211.725,     282.202,     318.436,     359.996,     78082.2,      120010,       50000,       40000,     173.628,     161.818,      265.56,     67.0915,     326.155,     368.463,      203500,     28000.1,     32000.1,       11000,     159.657,
        4161,     115.216,     211.724,     282.202,     318.436,     359.996,     78082.4,      120010,       50000,       40000,     173.628,     161.817,     265.558,     67.0912,     326.155,     368.463,      203500,     28000.1,     32000.1,       11000,     159.657,
        4181,     115.216,     211.724,     282.202,     318.436,     359.996,     78082.5,      120010,       50000,       40000,     173.628,     161.817,     265.558,     67.0912,     326.155,     368.463,      203500,     28000.1,     32000.1,       11000,     159.657,
        4201,     115.216,     211.724,     282.202,     318.436,     359.996,     78082.7,      120010,       50000,       40000,     173.628,     161.817,     265.558,     67.0912,     326.152,     368.457,      203500,     28000.1,     32000.1,       11000,     159.657,
        4221,     115.216,     211.723,     282.202,     318.436,     359.996,     78082.8,      120010,       50000,       40000,     173.629,     161.816,     265.556,     67.0908,     326.152,     368.457,      203500,     28000.1,     32000.1,       11000,     159.658,
        4241,     115.216,     211.723,     282.202,     318.435,     359.996,       78083,      120009,       50000,       40000,     173.629,     161.816,     265.556,     67.0908,     326.152,     368.457,      203500,     28000.1,     32000.1,       11000,     159.658,
        4261,     115.216,     211.722,     282.202,     318.435,     359.996,     78083.2,      120009,       50000,       40000,     173.629,     161.816,     265.556,     67.0908,      326.15,     368.451,      203500,     28000.1,     32000.1,       11000,     159.658,
        4281,     115.216,     211.722,     282.202,     318.435,     359.996,     78083.3,      120009,       50000,       40000,      173.63,     161.815,     265.554,     67.0905,      326.15,     368.451,      203500,     28000.1,     32000.1,       11000,     159.659,
        4301,     115.216,     211.722,     282.202,     318.435,     359.996,     78083.4,      120009,       50000,       40000,      173.63,     161.815,     265.554,     67.0905,      326.15,     368.451,      203500,     28000.1,     32000.1,       11000,     159.659,
        4321,     115.215,     211.721,     282.202,     318.435,     359.997,     78083.6,      120009,       50000,       40000,      173.63,     161.815,     265.554,     67.0905,     326.148,     368.446,      203500,     28000.1,     32000.1,       11000,     159.659,
        4341,     115.215,     211.721,     282.202,     318.435,     359.997,     78083.7,      120009,       50000,       40000,     173.631,     161.814,     265.552,     67.0901,     326.148,     368.446,      203500,     28000.1,     32000.1,       11000,     159.659,
        4361,     115.215,     211.721,     282.202,     318.435,     359.997,     78083.9,      120009,       50000,       40000,     173.631,     161.814,     265.552,     67.0901,     326.148,     368.446,      203500,     28000.1,     32000.1,       11000,      159.66,
        4381,     115.215,      211.72,     282.202,     318.435,     359.997,       78084,      120009,       50000,       40000,     173.631,     161.814,     265.552,     67.0901,     326.146,      368.44,      203500,     28000.1,     32000.1,       11000,      159.66,
        4401,     115.215,      211.72,     282.202,     318.435,     359.997,     78084.2,      120009,       50000,       40000,     173.631,     161.813,      265.55,     67.0898,     326.146,      368.44,      203500,     28000.1,     32000.1,       11000,      159.66,
        4421,     115.215,      211.72,     282.202,     318.435,     359.997,     78084.3,      120009,       50000,       40000,     173.631,     161.813,      265.55,     67.0898,     326.146,      368.44,      203500,     28000.1,     32000.1,       11000,     159.661,
        4441,     115.215,     211.719,     282.202,     318.435,     359.997,     78084.4,      120009,       50000,       40000,     173.631,     161.813,      265.55,     67.0898,     326.144,     368.436,      203500,     28000.1,     32000.1,       11000,     159.661,
