StripChart:,Data,
Date:, Tue Feb 14 15:14:22 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 14918,
Time Interval,         1, to ,    895021,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,Naptha Cut Point - Research Octane Number (Naptha),Diesel Centane Index - Cetane Index (DieselMix),HMI - G8:,HMI - G10:,HMI - G11:,HMI - G13:,HMI - G14:,HMI - G15:,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),
[seconds],[],[],[],[],[],[],[],[],[C],[C],[C],[C],[C],
      211201,     60.3536,       46.42,     23.4045,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.162,     389.405,
      211261,     60.3536,       46.42,     23.4056,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.162,     389.405,
      211321,     60.3536,       46.42,     23.4067,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.162,     389.405,
      211381,     60.3536,       46.42,     23.4078,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.162,     389.405,
      211441,     60.3536,       46.42,      23.409,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.162,     389.405,
      211501,     60.3536,       46.42,     23.4101,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.162,     389.405,
      211561,     60.3536,       46.42,     23.4112,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.151,     267.197,     340.163,     389.405,
      211621,     60.3536,       46.42,     23.4123,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.197,     340.163,     389.405,
      211681,     60.3536,       46.42,     23.4134,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.197,     340.163,     389.405,
      211741,     60.3536,     46.4199,     23.4145,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.197,     340.163,     389.405,
      211801,     60.3536,     46.4199,     23.4156,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      211861,     60.3536,     46.4199,     23.4167,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      211921,     60.3536,     46.4199,     23.4177,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      211981,     60.3536,     46.4199,     23.4188,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      212041,     60.3536,     46.4199,     23.4198,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      212101,     60.3536,     46.4199,     23.4209,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      212161,     60.3536,     46.4199,     23.4219,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      212221,     60.3536,     46.4199,     23.4229,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.322,     167.152,     267.198,     340.163,     389.406,
      212281,     60.3536,     46.4199,     23.4239,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.406,
      212341,     60.3536,     46.4199,     23.4249,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.406,
      212401,     60.3536,     46.4199,     23.4258,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.406,
      212461,     60.3536,     46.4199,     23.4268,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.406,
      212521,     60.3536,     46.4199,     23.4277,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.406,
      212581,     60.3536,     46.4199,     23.4287,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.407,
      212641,     60.3536,     46.4199,     23.4296,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.152,     267.198,     340.164,     389.407,
      212701,     60.3536,     46.4199,     23.4305,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.198,     340.164,     389.407,
      212761,     60.3536,     46.4199,     23.4313,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.164,     389.407,
      212821,     60.3536,     46.4199,     23.4322,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.164,     389.407,
      212881,     60.3536,     46.4199,      23.433,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.164,     389.407,
      212941,     60.3536,     46.4199,     23.4339,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.164,     389.407,
      213001,     60.3536,     46.4199,     23.4347,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.164,     389.407,
      213061,     60.3536,     46.4199,     23.4355,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.164,     389.407,
      213121,     60.3536,     46.4199,     23.4362,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.165,     389.407,
      213181,     60.3536,     46.4199,      23.437,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.165,     389.407,
      213241,     60.3536,     46.4199,     23.4377,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.165,     389.407,
      213301,     60.3536,     46.4199,     23.4384,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.165,     389.407,
      213361,     60.3536,     46.4199,     23.4391,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.165,     389.407,
      213421,     60.3536,     46.4199,     23.4397,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.323,     167.153,     267.199,     340.165,     389.407,
      213481,     60.3536,     46.4199,     23.4404,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.407,
      213541,     60.3536,     46.4199,      23.441,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213601,     60.3536,     46.4199,     23.4416,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213661,     60.3536,     46.4199,     23.4422,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213721,     60.3536,     46.4199,     23.4428,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213781,     60.3536,     46.4199,     23.4433,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213841,     60.3536,     46.4199,     23.4438,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213901,     60.3537,     46.4199,     23.4443,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      213961,     60.3537,     46.4199,     23.4448,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      214021,     60.3537,     46.4199,     23.4452,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.199,     340.165,     389.408,
      214081,     60.3537,     46.4199,     23.4456,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,     267.199,     340.165,     389.408,
      214141,     60.3537,     46.4199,      23.446,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,     267.199,     340.165,     389.408,
      214201,     60.3537,     46.4199,     23.4464,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,     267.199,     340.165,     389.408,
      214261,     60.3537,     46.4199,     23.4468,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,     267.199,     340.165,     389.408,
      214321,     60.3537,     46.4199,     23.4471,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,     267.199,     340.165,     389.408,
      214381,     60.3537,     46.4199,     23.4474,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214441,     60.3537,     46.4199,     23.4477,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214501,     60.3537,     46.4199,      23.448,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214561,     60.3537,     46.4199,     23.4483,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214621,     60.3537,     46.4199,     23.4485,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214681,     60.3537,     46.4199,     23.4487,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214741,     60.3537,     46.4199,     23.4489,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.154,       267.2,     340.165,     389.408,
      214801,     60.3537,     46.4199,      23.449,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      214861,     60.3537,     46.4199,     23.4492,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      214921,     60.3537,     46.4199,     23.4493,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      214981,     60.3537,     46.4199,     23.4494,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      215041,     60.3537,     46.4199,     23.4495,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      215101,     60.3537,     46.4199,     23.4495,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      215161,     60.3537,     46.4199,     23.4496,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      215221,     60.3537,     46.4199,     23.4496,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      215281,     60.3537,     46.4199,     23.4496,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      215341,     60.3537,     46.4199,     23.4496,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215401,     60.3537,     46.4199,     23.4496,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215461,     60.3537,     46.4199,     23.4495,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215521,     60.3537,     46.4199,     23.4494,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215581,     60.3537,     46.4199,     23.4493,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215641,     60.3537,     46.4199,     23.4492,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215701,     60.3537,     46.4199,     23.4491,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215761,     60.3537,     46.4199,      23.449,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215821,     60.3537,     46.4199,     23.4488,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215881,     60.3537,     46.4199,     23.4486,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      215941,     60.3537,     46.4199,     23.4484,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      216001,     60.3537,     46.4199,     23.4482,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      216061,     60.3537,     46.4199,      23.448,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      216121,     60.3537,     46.4199,     23.4477,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.409,
      216181,     60.3537,     46.4199,     23.4475,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      216241,     60.3537,     46.4199,     23.4472,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,       267.2,     340.165,     389.408,
      216301,     60.3537,     46.4199,     23.4469,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216361,     60.3537,     46.4199,     23.4467,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216421,     60.3537,     46.4199,     23.4463,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216481,     60.3537,     46.4199,      23.446,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216541,     60.3537,     46.4199,     23.4457,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216601,     60.3537,     46.4199,     23.4453,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216661,     60.3537,     46.4199,      23.445,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216721,     60.3537,     46.4199,     23.4446,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216781,     60.3537,     46.4199,     23.4442,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216841,     60.3537,     46.4199,     23.4439,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216901,     60.3537,     46.4199,     23.4435,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      216961,     60.3537,     46.4199,     23.4431,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217021,     60.3537,     46.4199,     23.4426,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217081,     60.3537,     46.4199,     23.4422,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217141,     60.3537,     46.4199,     23.4418,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217201,     60.3537,     46.4199,     23.4414,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217261,     60.3537,     46.4199,     23.4409,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217321,     60.3537,     46.4199,     23.4405,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217381,     60.3537,     46.4199,       23.44,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217441,     60.3537,     46.4199,     23.4395,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217501,     60.3537,     46.4199,     23.4391,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.154,     267.199,     340.165,     389.408,
      217561,     60.3537,     46.4199,     23.4386,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.165,     389.408,
      217621,     60.3537,     46.4199,     23.4381,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.165,     389.408,
      217681,     60.3537,     46.4199,     23.4376,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      217741,     60.3537,     46.4199,     23.4372,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      217801,     60.3537,     46.4199,     23.4367,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      217861,     60.3537,     46.4199,     23.4362,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      217921,     60.3537,     46.4199,     23.4357,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      217981,     60.3537,     46.4199,     23.4352,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218041,     60.3537,     46.4199,     23.4347,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218101,     60.3537,     46.4199,     23.4342,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218161,     60.3537,     46.4199,     23.4337,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218221,     60.3537,     46.4199,     23.4332,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218281,     60.3537,     46.4199,     23.4327,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218341,     60.3537,     46.4199,     23.4322,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218401,     60.3537,     46.4199,     23.4317,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218461,     60.3537,     46.4199,     23.4312,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218521,     60.3537,     46.4199,     23.4307,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.199,     340.164,     389.408,
      218581,     60.3537,     46.4199,     23.4302,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      218641,     60.3537,     46.4199,     23.4298,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      218701,     60.3537,     46.4199,     23.4293,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      218761,     60.3537,     46.4199,     23.4288,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      218821,     60.3537,     46.4199,     23.4283,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      218881,     60.3537,     46.4199,     23.4278,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      218941,     60.3537,     46.4199,     23.4274,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      219001,     60.3537,     46.4199,     23.4269,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      219061,     60.3537,     46.4199,     23.4264,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      219121,     60.3537,     46.4199,      23.426,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      219181,     60.3537,     46.4199,     23.4255,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      219241,     60.3537,     46.4199,     23.4251,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.164,     389.407,
      219301,     60.3537,     46.4199,     23.4246,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219361,     60.3537,     46.4199,     23.4242,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219421,     60.3537,     46.4199,     23.4238,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219481,     60.3537,     46.4199,     23.4233,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219541,     60.3537,     46.4199,     23.4229,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219601,     60.3537,     46.4199,     23.4225,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219661,     60.3537,     46.4199,     23.4221,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219721,     60.3537,     46.4199,     23.4217,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219781,     60.3537,     46.4199,     23.4213,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219841,     60.3537,     46.4199,     23.4209,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.153,     267.198,     340.163,     389.407,
      219901,     60.3537,     46.4199,     23.4206,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.152,     267.198,     340.163,     389.407,
      219961,     60.3537,     46.4199,     23.4202,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.152,     267.198,     340.163,     389.407,
      220021,     60.3537,     46.4199,     23.4198,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.152,     267.198,     340.163,     389.407,
      220081,     60.3537,     46.4199,     23.4195,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.152,     267.198,     340.163,     389.407,
      220141,     60.3537,     46.4199,     23.4191,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.325,     167.152,     267.198,     340.163,     389.407,
      220201,     60.3537,     46.4199,     23.4188,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      220261,     60.3537,     46.4199,     23.4185,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      220321,     60.3537,     46.4199,     23.4182,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      220381,     60.3537,     46.4199,     23.4179,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      220441,     60.3537,     46.4199,     23.4176,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      220501,     60.3537,     46.4199,     23.4173,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220561,     60.3537,     46.4199,      23.417,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220621,     60.3537,     46.4199,     23.4167,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220681,     60.3537,     46.4199,     23.4165,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220741,     60.3537,     46.4199,     23.4162,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220801,     60.3537,     46.4199,      23.416,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220861,     60.3537,     46.4199,     23.4157,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220921,     60.3537,     46.4199,     23.4155,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      220981,     60.3537,     46.4199,     23.4153,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221041,     60.3537,     46.4199,     23.4151,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221101,     60.3537,     46.4199,     23.4149,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221161,     60.3537,     46.4199,     23.4147,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221221,     60.3537,     46.4199,     23.4146,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221281,     60.3537,     46.4199,     23.4144,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221341,     60.3537,     46.4199,     23.4143,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      221401,     60.3537,     46.4199,     23.4141,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221461,     60.3537,     46.4199,      23.414,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221521,     60.3537,     46.4199,     23.4139,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221581,     60.3537,     46.4199,     23.4137,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221641,     60.3537,     46.4199,     23.4136,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221701,     60.3537,     46.4199,     23.4135,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221761,     60.3537,     46.4199,     23.4135,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221821,     60.3537,     46.4199,     23.4134,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221881,     60.3537,     46.4199,     23.4133,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      221941,     60.3537,     46.4199,     23.4133,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
