StripChart:,Data,
Date:, Tue Feb 14 15:14:22 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 14918,
Time Interval,         1, to ,    895021,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,Naptha Cut Point - Research Octane Number (Naptha),Diesel Centane Index - Cetane Index (DieselMix),HMI - G8:,HMI - G10:,HMI - G11:,HMI - G13:,HMI - G14:,HMI - G15:,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),
[seconds],[],[],[],[],[],[],[],[],[C],[C],[C],[C],[C],
      574861,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      574921,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      574981,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575041,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575101,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575161,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575221,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575281,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575341,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575401,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575461,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575521,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575581,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575641,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575701,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575761,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575821,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575881,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      575941,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576001,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576061,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576121,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576181,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576241,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576301,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576361,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576421,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576481,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576541,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576601,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576661,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576721,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576781,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576841,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576901,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      576961,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577021,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577081,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577141,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577201,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577261,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577321,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577381,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577441,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577501,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577561,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577621,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577681,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577741,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577801,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577861,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577921,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      577981,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578041,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578101,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578161,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578221,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578281,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578341,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578401,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578461,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578521,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578581,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578641,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578701,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578761,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578821,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578881,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      578941,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579001,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579061,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579121,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579181,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579241,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579301,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579361,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579421,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579481,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579541,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579601,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579661,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579721,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579781,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579841,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579901,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      579961,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580021,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580081,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580141,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580201,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580261,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580321,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580381,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580441,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580501,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580561,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580621,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580681,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580741,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580801,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580861,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580921,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      580981,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581041,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581101,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581161,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581221,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581281,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581341,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581401,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581461,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581521,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581581,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581641,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581701,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581761,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581821,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581881,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      581941,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582001,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582061,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582121,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582181,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582241,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582301,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582361,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582421,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582481,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582541,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582601,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582661,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582721,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582781,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582841,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582901,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      582961,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583021,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583081,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583141,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583201,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583261,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583321,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583381,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583441,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583501,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583561,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583621,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583681,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583741,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583801,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583861,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583921,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      583981,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584041,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584101,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584161,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584221,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584281,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584341,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584401,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584461,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584521,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584581,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584641,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584701,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584761,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584821,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584881,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      584941,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585001,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585061,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585121,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585181,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585241,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585301,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585361,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585421,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585481,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585541,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
      585601,     60.3537,     46.4199,     23.4243,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.153,     267.198,     340.163,     389.407,
