StripChart:,HMI,
Date:, Thu Mar 09 22:00:10 2023
,
Number of Data Variables =, 26,
Max Number of Data Points =, 10000,
Number of Data Points =, 417,
Time Interval,         1, to ,      8321,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,TS-1 - Top Stage Temperature,TS-1 - Stage Temperature (20__TS-1),TS-1 - Stage Temperature (12__TS-1),TS-1 - Stage Temperature (7__TS-1),TIC11300 - PV,FIC10704 - PV,FIC10705 - PV,FIC10706 - PV,FIC10707 - PV,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Kero Cut Point - ASTM D93 Flash Pt (Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),MixFeed - Mass Flow,FIC10701 - PV,FIC10702 - PV,FIC10703 - PV,TS-1 - Top Stage Pressure,FIC-100 - SP,FIC-100 - PV,FIC-102 - SP,FIC-102 - PV,FIC-101 - PV,FIC-101 - SP,
[seconds],[C],[C],[C],[C],[C],[kg/h],[kg/h],[kg/h],[kg/h],[C],[C],[C],[C],[C],[C],[kg/h],[kg/h],[kg/h],[kg/h],[kPa],[kg/h],[kg/h],[kg/h],[kg/h],[kg/h],[kg/h],
         381,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         401,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         421,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         441,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         461,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         481,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         501,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         521,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         541,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         561,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         581,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         601,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         621,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         641,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         661,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         681,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         701,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         721,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         741,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         761,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         781,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         801,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         821,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         841,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         861,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         881,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         901,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         921,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         941,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         961,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
         981,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1001,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1021,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1041,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1061,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1081,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1101,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1121,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1141,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1161,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1181,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1201,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1221,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1241,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1261,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1281,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1301,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1321,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1341,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1361,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1381,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1401,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1421,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1441,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1461,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1481,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1501,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1521,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1541,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1561,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1581,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1601,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1621,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1641,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1661,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1681,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1701,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1721,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1741,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1761,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1781,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1801,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1821,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1841,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1861,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1881,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1901,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1921,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1941,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1961,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        1981,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        2001,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
        2021,     120.138,     214.736,     283.067,     316.735,         360,     86136.3,      120000,       50000,       40000,     178.863,     162.797,     265.763,     67.8919,      321.99,     361.642,      235000,       28000,       34000,       12000,     167.452,       16497,       16497,       94989,       94989,      123514,      123514,
