StripChart:,HMI,
Date:, Thu Mar 09 20:29:11 2023
,
Number of Data Variables =, 26,
Max Number of Data Points =, 10000,
Number of Data Points =, 38,
Time Interval,         1, to ,       741,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
         241,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.424,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         261,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.424,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         281,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.424,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         301,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         321,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         341,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         361,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         381,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         401,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         421,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         441,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         461,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         481,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,      67.016,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         501,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         521,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         541,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         561,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         581,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         601,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         621,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         641,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         661,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         681,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         701,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         721,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
         741,     117.055,     211.922,      280.12,     315.778,         360,     81709.1,      120000,       50000,       40000,     176.425,     163.398,     262.808,     67.0159,     321.108,     362.423,      235000,       27000,       34000,       12000,     163.451,      117987,      117987,       53611,       53611,       63402,       63402,
