StripChart:,HMI,
Date:, Thu Mar 09 19:47:43 2023
,
Number of Data Variables =, 26,
Max Number of Data Points =, 10000,
Number of Data Points =, 37,
Time Interval,         1, to ,       721,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
         241,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.045,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         261,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.045,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         281,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.045,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         301,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.045,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         321,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         341,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         361,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         381,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         401,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         421,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         441,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         461,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         481,     129.974,     217.571,     282.801,     318.166,         360,       96716,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         501,     129.974,     217.571,     282.801,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         521,     129.974,     217.571,     282.801,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         541,     129.974,     217.571,     282.801,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         561,     129.974,     217.571,     282.801,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         581,     129.974,     217.571,     282.801,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         601,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         621,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         641,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         661,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         681,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         701,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
         721,     129.974,     217.571,     282.802,     318.166,         360,     96715.9,      120000,       50000,       40000,     187.297,     169.044,     262.728,     69.9306,     319.016,     360.553,      235000,       24000,       38000,       14300,     178.548,       28200,       28200,      172984,      172984,       33816,       33816,
